_search_city,_search_keyword,address,categories,categoryName,categoryTypes,cid,city,claimedBusiness,countryCode,distanceMiles,googleUrl,imageCount,imageUrls,isOpen,latitude,longitude,name,neighborhood,openingHours,permanentlyClosed,phone,phoneInternational,placeId,postalCode,reviewsCount,state,street,subtypes,temporarilyClosed,thumbnailUrl,totalScore,url,website
"Vadodara, Gujarat, India",CAD modeling services,"Mangalmurti Complex, D-3, opp. Novino Battery, Anand Baug Society, Makarpura, Vadodara, Gujarat 390010","[""Drafting Service Center"", ""Design agency"", ""Design engineer"", ""Industrial equipment supplier"", ""Machine workshop"", ""Mechanical engineer"", ""3D printing service""]",Drafting Service Center,,0x395fc5d2a97cf79b:0x49da190c500585e,Vadodara,True,IN,3.146309284106471,https://www.google.com/g/11c5xv4qrn,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkNEd2j89WXqjw6m4OWU7MMR7FBksq7atnKjITxsTKFF_TzlySrhqww3I_P7bVb-L9MG17wSdcUhc72qR9MWheQAp2P3-FxP6F8_DlxhV115ggX31weVVpxNrKoyr9um_ZWPuc7SQ=w86-h86-k-no""]",True,22.2518843,73.1976232,THE CADWORLD,"Anand Baug Society, Makarpura","[{""day"": ""Wednesday"", ""hours"": ""9 am–7 pm""}]",False,092777 77754,09277777754,ChIJm_d8qdLFXzkRXlgAxZChnQQ,390010,145,Gujarat,"Mangalmurti Complex, D-3, opp. Novino Battery",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkNEd2j89WXqjw6m4OWU7MMR7FBksq7atnKjITxsTKFF_TzlySrhqww3I_P7bVb-L9MG17wSdcUhc72qR9MWheQAp2P3-FxP6F8_DlxhV115ggX31weVVpxNrKoyr9um_ZWPuc7SQ=w86-h86-k-no,4.1,https://www.google.com/maps/place/?q=place_id:ChIJm_d8qdLFXzkRXlgAxZChnQQ,https://cadworld.in/
"Vadodara, Gujarat, India",CAD modeling services,"315, Patel Avenue, Sarkhej - Gandhinagar Hwy, opp. The Grand Bhagwati(TGB, Ahmedabad, Gujarat 380059","[""Engineering consultant""]",Engineering consultant,,0x395e84a41142904b:0xd0565aa5a097bebc,Ahmedabad,True,IN,67.42363560757973,https://www.google.com/g/1pp2vc5hg,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFB9t0kKjhyMahJ09jjnLHMfAI9fNeNDIYFFeTKqLARBrnhjPJzkO009uoaJzFMx70trweea3_kgbBVk35ZlUOAZTe3NfhDmuX-mZQ2LhsNdkC5nbJbmtUb3Nk3LPT4HvpYsVF=w153-h86-k-no""]",True,23.0450286,72.5147229,CAD Outsourcing Services,Thaltej,"[{""day"": ""Wednesday"", ""hours"": ""Open 24 hours""}]",False,098986 50557,09898650557,ChIJS5BCEaSEXjkRvL6XoKVaVtA,380059,429,Gujarat,"315, Patel Avenue, Sarkhej - Gandhinagar Hwy, opp. The Grand Bhagwati(TGB",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFB9t0kKjhyMahJ09jjnLHMfAI9fNeNDIYFFeTKqLARBrnhjPJzkO009uoaJzFMx70trweea3_kgbBVk35ZlUOAZTe3NfhDmuX-mZQ2LhsNdkC5nbJbmtUb3Nk3LPT4HvpYsVF=w153-h86-k-no,4.7,https://www.google.com/maps/place/?q=place_id:ChIJS5BCEaSEXjkRvL6XoKVaVtA,https://www.cadoutsourcing.net/
"Vadodara, Gujarat, India",CAD modeling services,"A - 91, Corporate Rd, opp. Vodafone House, Prahlad Nagar, Ahmedabad, Gujarat 380015","[""Architecture firm""]",Architecture firm,,0x395e9b0989171117:0xf1773326dcb1866b,Ahmedabad,True,IN,65.69656692546552,https://www.google.com/g/11kjcrqmbm,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlQgFp19CS7Gns2O6rcHvpLM4KE16XUv3Wt-bcdk58J2tEywUlXLRmhpF_DrpZh0ADoWGKWL88WB8O6t8oyTPvbBlgGGh9LHm1Q_q1V4O1i06GWN3pzTAWXgA4cTENVK9meAfE=w137-h86-k-no""]",True,23.0022961,72.5029071,CAD Services India,Prahlad Nagar,"[{""day"": ""Wednesday"", ""hours"": ""9 am–9 pm""}]",False,079 4800 4669,07948004669,ChIJFxEXiQmbXjkRa4ax3CYzd_E,380015,7,Gujarat,"A - 91, Corporate Rd, opp. Vodafone House",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlQgFp19CS7Gns2O6rcHvpLM4KE16XUv3Wt-bcdk58J2tEywUlXLRmhpF_DrpZh0ADoWGKWL88WB8O6t8oyTPvbBlgGGh9LHm1Q_q1V4O1i06GWN3pzTAWXgA4cTENVK9meAfE=w137-h86-k-no,5,https://www.google.com/maps/place/?q=place_id:ChIJFxEXiQmbXjkRa4ax3CYzd_E,https://www.cadservicesindia.com/
"Vadodara, Gujarat, India",CAD modeling services,"Siddhivinayak Business Towers, C 213, nr. Kataria House, Makarba, Ahmedabad, Gujarat 380051","[""Architecture firm"", ""Architect"", ""Architectural designer"", ""Structural engineer""]",Architecture firm,,0x395e9b2a186f4c03:0x7ba068f866e043f6,Ahmedabad,True,IN,65.47333667028892,https://www.google.com/g/11h9vnc5yn,0,,False,22.994813399999998,72.4992329,CAD Drafting Services Company | Outsource CAD Services USA,Makarba,"[{""day"": ""Wednesday"", ""hours"": ""10 am–6 pm""}]",False,099792 38180,09979238180,ChIJA0xvGCqbXjkR9kPgZvhooHs,380051,2,Gujarat,"Siddhivinayak Business Towers, C 213, nr. Kataria House",,False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wOoWxCRH1tvKTRUlCInFJQ&cb_client=search.gws-prod.gps&w=86&h=86&yaw=121.69869&pitch=0&thumbfov=100,4.5,https://www.google.com/maps/place/?q=place_id:ChIJA0xvGCqbXjkR9kPgZvhooHs,https://www.chudasamaoutsourcing.com/
"Vadodara, Gujarat, India",CAD modeling services,"D-78 Shree Darshan -2 society, TP 13, Chhani Jakatnaka, Vadodara, Gujarat 390024","[""Drafting Service Center"", ""Architectural designer"", ""Design engineer"", ""Graphic designer"", ""Industrial design company""]",Drafting Service Center,,0x395fc932272cea6f:0xa646bcf0a8620779,Vadodara,True,IN,3.97206300273968,https://www.google.com/g/11qp0jz4pr,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl87PvBvILoTfvv8wUhPG2_nTnSla-OeC1TTLWuxS6LWdUDCYfjm_WxRx-pDEeJZUHaTDpagK9MgD9eovBTxlSzgasYPW1xbE7ag8bY1HxZ2U0-mVB4T9xrhEv1uwiYFE9ql7GXGw=w129-h86-k-no""]",True,22.3472905,73.16354369999999,Meet Designing & Drafting Services,"TP 13, Chhani Jakatnaka","[{""day"": ""Wednesday"", ""hours"": ""10 am–8 pm""}]",False,099048 29536,09904829536,ChIJb-osJzLJXzkReQdiqPC8RqY,390024,37,Gujarat,D-78 Shree Darshan -2 society,,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl87PvBvILoTfvv8wUhPG2_nTnSla-OeC1TTLWuxS6LWdUDCYfjm_WxRx-pDEeJZUHaTDpagK9MgD9eovBTxlSzgasYPW1xbE7ag8bY1HxZ2U0-mVB4T9xrhEv1uwiYFE9ql7GXGw=w129-h86-k-no,4.8,https://www.google.com/maps/place/?q=place_id:ChIJb-osJzLJXzkReQdiqPC8RqY,
"Vadodara, Gujarat, India",CAD modeling services,"49,50 4th Floor, Earth Eon, Sama - Savli Rd, Vadodara, Gujarat 390024","[""Architect""]",Architect,,0x395fcf5f1630d433:0x407ffe7f369077d8,Vadodara,True,IN,3.075428265035475,https://www.google.com/g/11fy97cfjg,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWleAYpKNIPM9F9nIjY9icTtc1937oPyXC_a9jHUbAFCXi_H1mTp1gJMSk87htaYtcWdqnEckz4KBRO-QHdRyYGXGSxCv3ZFHqjEUIO3aNPaVX7mWprEDipYBqExNg_c2b3h4prC=w114-h86-k-no""]",False,22.3408016,73.20451469999999,TAJ DESIGN & DRAFTING SERVICES,New Sama,"[{""day"": ""Wednesday"", ""hours"": ""9 am–6 pm""}]",False,081538 50143,08153850143,ChIJM9QwFl_PXzkR2HeQNn_-f0A,390024,5,Gujarat,"49,50 4th Floor, Earth Eon, Sama - Savli Rd",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWleAYpKNIPM9F9nIjY9icTtc1937oPyXC_a9jHUbAFCXi_H1mTp1gJMSk87htaYtcWdqnEckz4KBRO-QHdRyYGXGSxCv3ZFHqjEUIO3aNPaVX7mWprEDipYBqExNg_c2b3h4prC=w114-h86-k-no,3.9,https://www.google.com/maps/place/?q=place_id:ChIJM9QwFl_PXzkR2HeQNn_-f0A,
"Vadodara, Gujarat, India",CAD modeling services,"VMC Water Tank, 2nd Floor, Super House, D67 Main Road Opposite:, near Super Bakers, Sardar Estate, Sayaji Park Society, Vadodara, Gujarat 390019","[""Training center""]",Training center,,0x395fcf3892670163:0xdaa3664f5b7ce056,Vadodara,True,IN,2.7837321360962557,https://www.google.com/g/11c5_44684,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnlwFfAvhrrX54P3DtkcpMqOjJx3-Pxat1uJjlAlVPbdLiznYTtMTv7xiVzzP0_w4QgAtBRLcncJnApI7oOADZpGxq6RfJAZ-cNEfF-F0pyWu4TxUNpQGhDFrkF-xub46AUs20owvZbKRjl=w86-h114-k-no""]",True,22.3130055,73.23436559999999,Khodiyar eSolutions Pvt Ltd,"Sheshnarayan Society, Sardar Estate, Sayaji Park Society","[{""day"": ""Wednesday"", ""hours"": ""9 am–8 pm""}]",False,097370 71166,09737071166,ChIJYwFnkjjPXzkRVuB8W09mo9o,390019,24,Gujarat,"VMC Water Tank, 2nd Floor, Super House, D67 Main Road Opposite:, near Super Bakers",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnlwFfAvhrrX54P3DtkcpMqOjJx3-Pxat1uJjlAlVPbdLiznYTtMTv7xiVzzP0_w4QgAtBRLcncJnApI7oOADZpGxq6RfJAZ-cNEfF-F0pyWu4TxUNpQGhDFrkF-xub46AUs20owvZbKRjl=w86-h114-k-no,4.7,https://www.google.com/maps/place/?q=place_id:ChIJYwFnkjjPXzkRVuB8W09mo9o,http://www.khodiyaresolutions.com/
"Vadodara, Gujarat, India",CAD modeling services,"Paradise Complex, First Floor 134-A, behind Yashkamal Building, Sayajiganj, Vadodara, Gujarat 390007","[""Software Training Institute""]",Software Training Institute,,0x395fcfc555f34a27:0x32f699d0fa16cae5,Vadodara,True,IN,0.8736103396236466,https://www.google.com/g/11rkx17xp_,0,,True,22.307948,73.1868635,CADDESK,"Opposite M.S. University, Sarod, Sayajiganj","[{""day"": ""Wednesday"", ""hours"": ""8 am–8 pm""}]",False,096384 83301,09638483301,ChIJJ0rzVcXPXzkR5coW-tCZ9jI,390007,1,Gujarat,"Paradise Complex, First Floor 134-A, behind Yashkamal Building",,False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hF7zaww4sGagE9io_tHx3w&cb_client=search.gws-prod.gps&w=86&h=86&yaw=321.44122&pitch=0&thumbfov=100,4.3,https://www.google.com/maps/place/?q=place_id:ChIJJ0rzVcXPXzkR5coW-tCZ9jI,https://caddeskindia.com/center/best-autocad-training-institute-vadodara-sayajigunj/
"Vadodara, Gujarat, India",CAD modeling services,"3rd Floor, Nautillus Building, beside Kansar, opp. Surya, Sarod, Sayajiganj, Vadodara, Gujarat 390007","[""Training center"", ""Civil engineer"", ""Consultant"", ""Design agency"", ""Design institute"", ""Electrical engineer"", ""Interior designer"", ""Mechanical engineer"", ""Software Training Institute""]",Training center,,0x395fcf52f4bb743b:0x2f855c9ced7217c1,Vadodara,True,IN,1.109162009787811,https://www.google.com/g/1td_3l48,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmJDKJcWFfYLVHcTAf2Qr7xYlhVfdAlw7sRV4FDG706QuJd3CXSxI3yxuWa43-9PAeUsB5bz75Z0mxNZZTSFfxZDiv57ZDuO8314ObZr9ofCdah9Tuz6eM3Wc4bSELlF_cDQc4pJg=w129-h86-k-no""]",True,22.309262699999998,73.1826693,Hypersoft,"Sarod, Sayajiganj","[{""day"": ""Wednesday"", ""hours"": ""8:30 am–8:30 pm""}]",False,091738 41184,09173841184,ChIJO3S79FLPXzkRwRdy7ZxchS8,390007,1421,Gujarat,"3rd Floor, Nautillus Building, beside Kansar, opp. Surya",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmJDKJcWFfYLVHcTAf2Qr7xYlhVfdAlw7sRV4FDG706QuJd3CXSxI3yxuWa43-9PAeUsB5bz75Z0mxNZZTSFfxZDiv57ZDuO8314ObZr9ofCdah9Tuz6eM3Wc4bSELlF_cDQc4pJg=w129-h86-k-no,4.8,https://www.google.com/maps/place/?q=place_id:ChIJO3S79FLPXzkRwRdy7ZxchS8,https://hypersoft.in/
"Vadodara, Gujarat, India",CAD modeling services,"H, Lotus Aura, 219 G, Sama - Savli Rd, Vemali, Vadodara, Gujarat 390008","[""Mechanical engineer"", ""Design engineer"", ""Industrial design company"", ""Mechanical plant"", ""Tool & die shop"", ""Toolroom""]",Mechanical engineer,,0x395fcf4bdaf0f89b:0xdd1e3408047eac29,Vadodara,True,IN,4.029616595875489,https://www.google.com/g/1tff1fkl,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkjkPll6cfZt7HGKD0F2iLhCiBvSYukHYcpiVwuiAvni1YdSXvQ5DmP6hBPTMMhIEPUBSdUhRl17nW5KS-qTtyEy4WdInTIK9prj7eC8dCc7K0EkcBSzh4wLOv13iRHqzi2Vhfp-Q=w114-h86-k-no""]",True,22.355428699999997,73.19955379999999,Variational Technologies Pvt. Ltd. - 3D Scanning | CMM Inspection | Reverse Engineering | 3D scanning to BIM,Vemali,"[{""day"": ""Wednesday"", ""hours"": ""9 am–6:30 pm""}]",False,063526 02969,06352602969,ChIJm_jw2kvPXzkRKax-BAg0Ht0,390008,40,Gujarat,"H, Lotus Aura, 219 G, Sama - Savli Rd",,False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkjkPll6cfZt7HGKD0F2iLhCiBvSYukHYcpiVwuiAvni1YdSXvQ5DmP6hBPTMMhIEPUBSdUhRl17nW5KS-qTtyEy4WdInTIK9prj7eC8dCc7K0EkcBSzh4wLOv13iRHqzi2Vhfp-Q=w114-h86-k-no,4.4,https://www.google.com/maps/place/?q=place_id:ChIJm_jw2kvPXzkRKax-BAg0Ht0,https://www.variationaltech.com/
"Vadodara, Gujarat, India",CAD modeling services,"250, Amit Nagar Society, near Amit Nagar circle, Karelibagh, Vadodara, Gujarat 390022","[""Design institute""]",Design institute,"[""design_institute""]",0x395fcf15b9940001:0x4fcb6e510af00372,Vadodara,True,IN,2.3002431713230114,https://www.google.com/g/11ggv_z7cp,1,"[""https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlcKsOnoDTDSPEvaPrBG9d0waf1o-a8yo7HIbT5VxVhull9uZBxw1_SdFUQn87BDheoFgi_vnuzn7bpb86FeZzqxViLE3jL_rz99lIibxsilGVtvKXERpVp0BGMrzhSmiCjzZI=w114-h86-k-no""]",,22.327889799999998,73.2084928,CAD Experts,"Amit Nagar, Gayatri Nagar, Karelibagh",,False,084604 77081,08460477081,ChIJAQCUuRXPXzkRcgPwClFuy08,390022,17,Gujarat,"250, Amit Nagar Society, near Amit Nagar circle","[""design_institute""]",False,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlcKsOnoDTDSPEvaPrBG9d0waf1o-a8yo7HIbT5VxVhull9uZBxw1_SdFUQn87BDheoFgi_vnuzn7bpb86FeZzqxViLE3jL_rz99lIibxsilGVtvKXERpVp0BGMrzhSmiCjzZI=w114-h86-k-no,4.9,https://www.google.com/maps/place/?q=place_id:ChIJAQCUuRXPXzkRcgPwClFuy08,
